transaction_id,time_of_purchase,purchase_amount,customer_id,fname,lname,age,addr_city,email,has_paid_before,annual_salary,type_of_goods,delivery_city,ip_country,is_fraud
2073635,1:57:42,200,100408,Agneta,Lundgren,37,Knivsta,ag.lundgr@hotmail.com,t,2000,Food,Malmö,SE,f
2074532,14:39:56,6738,35950,Agneta,Danielsson,48,Nykvarn,agneta.d@hotmail.com,t,62000,Clothing,Uppsala,SE,f
2075520,20:24:17,4904,48927,Agneta,Jonsson,48,Nykvarn,agn_jonsson@hotmail.com,t,13000,Electronics,Uppsala,SE,f
2076235,2:27:27,7356,22481,Agneta,Holmberg,55,Uppsala,agneta_holmberg@hotmail.com,t,471000,Electronics,Uppsala,SE,f
2081045,22:46:15,200,70505,Agneta,Lindberg,65,Uppsala,agneta.lindberg@hotmail.com,t,28000,Books,Uppsala,SE,f
2082930,13:47:57,8744,25977,Agneta,Olofsson,60,Stockholm,agneta.olofsson@hotmail.com,t,304000,Clothing,Stockholm,SE,f
2083567,0:47:49,10485,71840,Agneta,Lindgren,37,Västerås,agn_lindgren@hotmail.com,t,220000,Books,Västerås,SE,f
2086635,18:47:33,270,41152,Agneta,Fredriksson,30,Uppsala,agneta.fredriksson@hotmail.com,t,15000,Food,Uppsala,SE,f
2087545,22:42:19,306,26784,Agneta,Forsberg,36,Linköping,agn_forsberg@hotmail.com,t,7000,Clothing,Linköping,SE,f
2087818,22:45:24,8970,19884,Agneta,Sjoberg,52,Stockholm,agneta.sjoberg@hotmail.com,t,493000,Clothing,Stockholm,SE,f
2088078,3:30:48,2562,29894,Agneta,Lind,36,Stockholm,agneta.lind@hotmail.com,t,91000,Clothing,Stockholm,SE,f
2089131,22:41:58,366,41844,Agneta,Lundin,75,Lund,agneta_lundin@hotmail.com,t,139000,Food,Lund,SE,f
2089768,0:45:00,660,32170,Agneta,Bergman,63,Stockholm,agneta.bergman@hotmail.com,t,34000,Clothing,Stockholm,SE,f
2091328,22:26:18,4242,66205,Agneta,Soderberg,42,Stockholm,agneta.soderberg@hotmail.com,t,290000,Clothing,Stockholm,SE,f
2091770,1:04:02,492,119842,Agneta,Nystrom,57,Malmö,agneta.nystrom@hotmail.com,t,417000,Clothing,Malmö,SE,f
2094409,14:46:30,9334,122158,Agneta,Gustafsson,73,Malmö,agneta_gustafsson@gmail.com,f,340000,Dating,Stockholm,SE,f
2094461,9:37:02,204,111638,Agneta,Pettersson,44,Stockholm,agneta_pettersson@hotmail.com,f,129000,Food,Stockholm,SE,f
2094630,1:39:21,600,52222,Agneta,Hansson,46,Nykvarn,agn_hansson@hotmail.com,t,49000,Clothing,Lund,SE,f
2095553,23:20:49,2074,23887,Agneta,Jakobsson,52,Örebro,nw1onv@live.se,f,294000,Food,Stockholm,SE,f
2095644,1:57:42,200,100408,Agneta,Lundgren,37,Knivsta,ag.lundgr@hotmail.com,t,2000,Food,Malmö,SE,f
2096541,14:39:56,6738,35950,Agneta,Danielsson,48,Nykvarn,agneta.d@hotmail.com,t,62000,Clothing,Uppsala,SE,f
2097529,20:24:17,4904,48927,Agneta,Jonsson,48,Nykvarn,agn_jonsson@hotmail.com,t,13000,Electronics,Uppsala,SE,f
2098244,2:27:27,7356,22481,Agneta,Holmberg,55,Uppsala,agneta_holmberg@hotmail.com,t,471000,Electronics,Uppsala,SE,f
2103054,22:46:15,200,70505,Agneta,Lindberg,65,Uppsala,agneta.lindberg@hotmail.com,t,28000,Books,Uppsala,SE,f
2104939,13:47:57,8744,25977,Agneta,Olofsson,60,Stockholm,agneta.olofsson@hotmail.com,t,304000,Clothing,Stockholm,SE,f
2105576,0:47:49,10485,71840,Agneta,Lindgren,37,Västerås,agn_lindgren@hotmail.com,t,220000,Books,Västerås,SE,f
2108644,18:47:33,270,41152,Agneta,Fredriksson,30,Uppsala,agneta.fredriksson@hotmail.com,t,15000,Food,Uppsala,SE,f
2109554,22:42:19,306,26784,Agneta,Forsberg,36,Linköping,agn_forsberg@hotmail.com,t,7000,Clothing,Linköping,SE,f
2109827,22:45:24,8970,19884,Agneta,Sjoberg,52,Stockholm,agneta.sjoberg@hotmail.com,t,493000,Clothing,Stockholm,SE,f
2110087,3:30:48,2562,29894,Agneta,Lind,36,Stockholm,agneta.lind@hotmail.com,t,91000,Clothing,Stockholm,SE,f
2111140,22:41:58,366,41844,Agneta,Lundin,75,Lund,agneta_lundin@hotmail.com,t,139000,Food,Lund,SE,f
2111777,0:45:00,660,32170,Agneta,Bergman,63,Stockholm,agneta.bergman@hotmail.com,t,34000,Clothing,Stockholm,SE,f
2113337,22:26:18,4242,66205,Agneta,Soderberg,42,Stockholm,agneta.soderberg@hotmail.com,t,290000,Clothing,Stockholm,SE,f
2113779,1:04:02,492,119842,Agneta,Nystrom,57,Malmö,agneta.nystrom@hotmail.com,t,417000,Clothing,Malmö,SE,f
2033725,11:29:52,12238,89147,Alexander,Lind,47,Stockholm,mwa3q877gxr@gmail.com,t,457000,Food,Stockholm,NO,f
1992125,17:37:18,6618,36509,Alexander,Larsson,69,Malmö,alexander.larsson@gmail.com,f,301000,Tickets,Malmö,UK,f
2015525,14:49:22,6585,102222,Alexander,Lindgren,45,Stockholm,alexander.lindgren@hotmail.com,t,-,Tickets,Stockholm,SE,f
1989525,21:54:52,5357,31892,Alexander,Nilsson,36,Västerås,alexander_nilsson@yahoo.se,f,36000,Clothing,Västerås,SE,f
2040225,17:04:44,5234,29766,Alexander,Bergman,23,Malmö,alexander.bergman@hotmail.com,t,134000,Clothing,Malmö,SE,f
2025925,20:40:58,4374,81386,Alexander,Sandberg,27,Stockholm,alexander.sandberg@telia.com,f,393000,Books,Stockholm,SE,f
2032425,14:28:02,4123,78849,Alexander,Sjoberg,77,Goteborg,alexander.sjoberg@hotmail.com,t,304000,Tickets,Goteborg,SE,f
2029825,17:34:15,4105,11606,Alexander,Mattsson,22,Lund,alexander.mattsson@hotmail.com,t,288000,Clothing,Lund,SE,f
2042825,13:08:56,3840,63947,Alexander,Hakansson,67,Linköping,ale_hakansson@hotmail.com,t,78000,Dating,Linköping,SE,f
2009025,18:06:53,3830,114582,Alexander,Petersson,51,Malmö,alexander.petersson@hotmail.com,t,73000,Clothing,Malmö,SE,f
2014225,10:47:22,3680,115791,Alexander,Gustavsson,68,Knivsta,alexander.g@hotmail.com,t,61000,Dating,Uppsala,SE,f
1990825,18:49:49,3545,59775,Alexander,Eriksson,28,Stockholm,alexander.eriksson@gmail.com,f,266000,Clothing,Stockholm,UK,f
2011625,8:43:11,3212,62722,Alexander,Lindstrom,39,Örebro,a.lin@hotmail.com,t,174000,Clothing,Örebro,SE,f
2007725,17:19:55,2070,96183,Alexander,Jonsson,36,Malmö,alexander.jonsson@hotmail.com,t,31000,Clothing,Malmö,SE,f
1997325,9:22:43,1884,97023,Alexander,Gustafsson,67,Stockholm,alexander.gustafsson@hotmail.com,t,-,Tickets,Stockholm,FI,f
2016825,17:59:50,1672,7446,Alexander,Lundberg,39,Stockholm,alexander.lundberg@hotmail.com,t,86000,Books,Stockholm,SE,f
1993425,19:25:37,1439,47899,Alexander,Olsson,75,Örebro,ale_olsson@gmail.com,t,150000,Food,Örebro,SE,f
2006425,15:15:13,1367,34135,Alexander,Carlsson,42,Stockholm,alexander.carlsson@hotmail.com,t,53000,Clothing,Stockholm,,f
2027225,20:13:26,1308,42640,Alexander,Fredriksson,76,Malmö,alexander.fredriksson@yahoo.se,t,454000,Clothing,Malmö,SE,f
2024625,19:51:37,1209,26329,Alexander,Axelsson,54,Nykvarn,ale_axelsson@telia.com,t,199000,Clothing,Västerås,SE,f
2041525,18:07:09,1209,9949,Alexander,Danielsson,61,Uppsala,alexander.danielsson@hotmail.com,t,181000,Clothing,Uppsala,SE,f
2045425,19:48:14,1209,82286,Alexander,Gunnarsson,40,Goteborg,alexander.gunnarsson@gmail.com,t,4000,Clothing,Goteborg,FI,f
2018125,7:50:03,1169,91395,Alexander,Bergstrom,37,Stockholm,alexander.bergstrom@hotmail.com,t,23000,Clothing,Stockholm,SE,f
2002525,19:51:56,922,25838,Alexander,Hansson,75,Lund,alexander.hansson@telia.com,f,81000,Clothing,Lund,NO,f
2046725,15:03:03,909,53631,Alexander,Soderberg,71,Stockholm,alexander.soderberg@hotmail.com,t,141000,Clothing,Stockholm,SE,f
2036325,17:15:11,903,116632,Alexander,Engstrom,53,Knivsta,ale.engstr@hotmail.com,t,212000,Tickets,Linköping,SE,f
1988225,17:57:02,738,50042,Alexander,Karlsson,27,Stockholm,alexander.karlsson@hotmail.com,t,93000,Dating,Stockholm,SE,f
2037625,20:53:09,590,27448,Alexander,Lundin,45,Malmö,alexander.lundin@hotmail.com,t,54000,Clothing,Malmö,NO,f
1999925,15:47:44,550,95911,Alexander,Jonsson,55,Stockholm,alexander.jonsson@hotmail.com,t,87000,Clothing,Stockholm,SE,f
1985625,17:10:13,383,67642,Alexander,Andersson,30,Västerås,a.and@hotmail.com,t,374000,Clothing,Västerås,SE,f
2028525,19:33:17,294,1620,Alexander,Henriksson,37,Stockholm,alexander.henriksson@hotmail.com,t,150000,Food,Stockholm,DK,f
2010325,18:47:25,279,57985,Alexander,Magnusson,21,Örebro,ale_magnusson@hotmail.com,t,-,Clothing,Örebro,SE,f
2038925,18:04:35,258,37795,Alexander,Eklund,23,Malmö,alexander.eklund@hotmail.com,t,4000,Food,Malmö,SE,f
2020725,17:51:32,172,79988,Alexander,Berglund,73,Uppsala,alexander.berglund@hotmail.com,t,142000,Dating,Uppsala,SE,f
2003825,17:01:53,151,59900,Alexander,Bengtsson,25,Uppsala,alexander.bengtsson@hotmail.com,t,6000,Clothing,Uppsala,SE,f
2012925,17:58:02,141,43329,Alexander,Olofsson,23,Goteborg,alexander.olofsson@hotmail.com,t,257000,Clothing,Goteborg,SE,f
2019425,18:24:26,139,20400,Alexander,Jakobsson,35,Uppsala,alexander.jakobsson@hotmail.com,t,498000,Books,Uppsala,SE,f
2044125,13:18:06,127,41015,Alexander,Holm,48,Malmö,alexander.holm@hotmail.com,t,32000,Clothing,Malmö,SE,f
2023325,18:50:42,119,65786,Alexander,Berg,50,Lund,alexander.berg@hotmail.com,t,355000,Books,Lund,SE,f
2022025,17:43:54,114,114033,Alexander,Lundgren,70,Stockholm,alexander.lundgren@hotmail.com,t,277000,Clothing,Stockholm,SE,f
1998625,17:56:16,110,114493,Alexander,Pettersson,67,Stockholm,alexander.pettersson@hotmail.com,t,237000,Food,Stockholm,SE,f
2048025,19:38:09,102,14639,Alexander,Nystrom,25,Lund,alexander.nystrom@gmail.com,t,3000,Food,Lund,SE,f
2035025,9:19:20,101,20456,Alexander,Lindqvist,45,Goteborg,alexander_lindqvist@hotmail.com,f,84000,Clothing,Goteborg,SE,f
1996025,17:57:28,100,11534,Alexander,Svensson,53,Västerås,ale_svensson@hotmail.com,t,439000,Books,Västerås,SE,f
1994725,17:56:31,100,66503,Alexander,Persson,65,Stockholm,alexander.persson@hotmail.com,t,6000,Clothing,Stockholm,SE,f
2049325,13:52:31,100,121886,Alexander,Holmberg,41,Goteborg,alexander.holmberg@hotmail.com,t,87000,Food,Goteborg,SE,f
1986925,4:00:29,100,11275,Alexander,Johansson,28,Stockholm,alexander_johansson@hotmail.com,f,258000,Clothing,Stockholm,SE,f
2001225,17:55:10,100,116160,Alexander,Jansson,60,Örebro,ale_jansson@hotmail.com,t,2000,Tickets,Örebro,SE,f
2049858,14:12:15,300,11275,Alexander,Johansson,28,Stockholm,alexander_johansson@hotmail.com,f,258000,Clothing,Stockholm,SE,f
2051847,20:35:27,1308,42640,Alexander,Fredriksson,76,Malmö,alexander.fredriksson@yahoo.se,t,454000,Clothing,Stockholm,SE,f
2052237,12:40:12,202,20456,Alexander,Lindqvist,45,Goteborg,alexander_lindqvist@hotmail.com,f,84000,Clothing,Goteborg,SE,f
2054421,20:54:56,1209,26329,Alexander,Axelsson,54,Nykvarn,ale_axelsson@telia.com,t,199000,Clothing,Stockholm,SE,f
2056709,1:12:34,200,66503,Alexander,Persson,65,Stockholm,alexander.persson@hotmail.com,t,6000,Clothing,Stockholm,SE,f
2057073,0:09:35,200,11534,Alexander,Svensson,53,Västerås,ale_svensson@hotmail.com,t,439000,Books,Västerås,SE,f
2058204,18:30:51,100,116160,Alexander,Jansson,60,Örebro,ale_jansson@hotmail.com,t,2000,Tickets,Stockholm,SE,f
2059933,19:25:26,3830,114582,Alexander,Petersson,51,Malmö,alexander.petersson@hotmail.com,t,73000,Clothing,Stockholm,SE,f
2060219,19:48:23,279,57985,Alexander,Magnusson,21,Örebro,ale_magnusson@hotmail.com,t,-,Clothing,Stockholm,SE,f
2060869,21:44:40,282,43329,Alexander,Olofsson,23,Goteborg,alexander.olofsson@hotmail.com,t,257000,Clothing,Goteborg,SE,f
2063105,1:23:50,228,114033,Alexander,Lundgren,70,Stockholm,alexander.lundgren@hotmail.com,t,277000,Clothing,Stockholm,SE,f
2065185,1:34:29,8210,11606,Alexander,Mattsson,22,Lund,alexander.mattsson@hotmail.com,t,288000,Clothing,Lund,SE,f
2067330,0:58:28,516,37795,Alexander,Eklund,23,Malmö,alexander.eklund@hotmail.com,t,4000,Food,Malmö,SE,f
2067629,23:39:04,10468,29766,Alexander,Bergman,23,Malmö,alexander.bergman@hotmail.com,t,134000,Clothing,Malmö,SE,f
2068240,14:28:39,3840,63947,Alexander,Hakansson,67,Linköping,ale_hakansson@hotmail.com,t,78000,Dating,Stockholm,SE,f
2068500,14:52:57,127,41015,Alexander,Holm,48,Malmö,alexander.holm@hotmail.com,t,32000,Clothing,Stockholm,SE,f
2070021,23:59:12,300,121886,Alexander,Holmberg,41,Goteborg,alexander.holmberg@hotmail.com,t,87000,Food,Goteborg,SE,f
2070190,10:57:56,1884,97023,Alexander,Gustafsson,67,Stockholm,alexander.gustafsson@hotmail.com,t,-,Tickets,Stockholm,FI,f
2070463,15:33:15,909,53631,Alexander,Soderberg,71,Stockholm,alexander.soderberg@hotmail.com,t,141000,Clothing,Stockholm,SE,f
2071568,23:01:39,2418,9949,Alexander,Danielsson,61,Uppsala,alexander.danielsson@hotmail.com,t,181000,Clothing,Uppsala,SE,f
2071867,14:12:15,300,11275,Alexander,Johansson,28,Stockholm,alexander_johansson@hotmail.com,f,258000,Clothing,Stockholm,SE,f
2073856,20:35:27,1308,42640,Alexander,Fredriksson,76,Malmö,alexander.fredriksson@yahoo.se,t,454000,Clothing,Stockholm,SE,f
2074246,12:40:12,202,20456,Alexander,Lindqvist,45,Goteborg,alexander_lindqvist@hotmail.com,f,84000,Clothing,Goteborg,SE,f
2076430,20:54:56,1209,26329,Alexander,Axelsson,54,Nykvarn,ale_axelsson@telia.com,t,199000,Clothing,Stockholm,SE,f
2078718,1:12:34,200,66503,Alexander,Persson,65,Stockholm,alexander.persson@hotmail.com,t,6000,Clothing,Stockholm,SE,f
2079082,0:09:35,200,11534,Alexander,Svensson,53,Västerås,ale_svensson@hotmail.com,t,439000,Books,Västerås,SE,f
2080213,18:30:51,100,116160,Alexander,Jansson,60,Örebro,ale_jansson@hotmail.com,t,2000,Tickets,Stockholm,SE,f
2081942,19:25:26,3830,114582,Alexander,Petersson,51,Malmö,alexander.petersson@hotmail.com,t,73000,Clothing,Stockholm,SE,f
2082228,19:48:23,279,57985,Alexander,Magnusson,21,Örebro,ale_magnusson@hotmail.com,t,-,Clothing,Stockholm,SE,f
2082878,21:44:40,282,43329,Alexander,Olofsson,23,Goteborg,alexander.olofsson@hotmail.com,t,257000,Clothing,Goteborg,SE,f
2085114,1:23:50,228,114033,Alexander,Lundgren,70,Stockholm,alexander.lundgren@hotmail.com,t,277000,Clothing,Stockholm,SE,f
2087194,1:34:29,8210,11606,Alexander,Mattsson,22,Lund,alexander.mattsson@hotmail.com,t,288000,Clothing,Lund,SE,f
2089339,0:58:28,516,37795,Alexander,Eklund,23,Malmö,alexander.eklund@hotmail.com,t,4000,Food,Malmö,SE,f
2089638,23:39:04,10468,29766,Alexander,Bergman,23,Malmö,alexander.bergman@hotmail.com,t,134000,Clothing,Malmö,SE,f
2090249,14:28:39,3840,63947,Alexander,Hakansson,67,Linköping,ale_hakansson@hotmail.com,t,78000,Dating,Stockholm,SE,f
2090509,14:52:57,127,41015,Alexander,Holm,48,Malmö,alexander.holm@hotmail.com,t,32000,Clothing,Stockholm,SE,f
2092030,23:59:12,300,121886,Alexander,Holmberg,41,Goteborg,alexander.holmberg@hotmail.com,t,87000,Food,Goteborg,SE,f
2092199,10:57:56,1884,97023,Alexander,Gustafsson,67,Stockholm,alexander.gustafsson@hotmail.com,t,-,Tickets,Stockholm,FI,f
2092472,15:33:15,909,53631,Alexander,Soderberg,71,Stockholm,alexander.soderberg@hotmail.com,t,141000,Clothing,Stockholm,SE,f
2093577,23:01:39,2418,9949,Alexander,Danielsson,61,Uppsala,alexander.danielsson@hotmail.com,t,181000,Clothing,Uppsala,SE,f
2093876,14:12:15,300,11275,Alexander,Johansson,28,Stockholm,alexander_johansson@hotmail.com,f,258000,Clothing,Stockholm,SE,f
2095865,20:35:27,1308,42640,Alexander,Fredriksson,76,Malmö,alexander.fredriksson@yahoo.se,t,454000,Clothing,Stockholm,SE,f
2096255,12:40:12,202,20456,Alexander,Lindqvist,45,Goteborg,alexander_lindqvist@hotmail.com,f,84000,Clothing,Goteborg,SE,f
2098439,20:54:56,1209,26329,Alexander,Axelsson,54,Nykvarn,ale_axelsson@telia.com,t,199000,Clothing,Stockholm,SE,f
2100727,1:12:34,200,66503,Alexander,Persson,65,Stockholm,alexander.persson@hotmail.com,t,6000,Clothing,Stockholm,SE,f
2101091,0:09:35,200,11534,Alexander,Svensson,53,Västerås,ale_svensson@hotmail.com,t,439000,Books,Västerås,SE,f
2102222,18:30:51,100,116160,Alexander,Jansson,60,Örebro,ale_jansson@hotmail.com,t,2000,Tickets,Stockholm,SE,f
